timestamp_s,marker_id,rvec_x,rvec_y,rvec_z,tvec_x,tvec_y,tvec_z
1770765118.3084772,1,-2.8113382059480823,0.16801978171104964,-0.5642541250901659,-0.06594661846303171,0.01717195092988972,0.5574391483661628
1770765118.3084772,3,-2.2910410285720455,-1.9557411899331323,-0.6775549226032446,0.02840375969621841,-0.09578028823070575,0.5733145742345077
1770765118.3084772,0,2.3218844055814265,1.9789214929035315,0.6838879620493916,0.03236290105713912,-0.0037787871046620035,0.5844337438829174
1770765118.3084772,2,-2.826130247736553,0.14876424106676872,-0.43564233822589593,0.14045457785777107,-0.013862737095144798,0.6150745545505076
1770765118.3084772,4,2.268033392423555,2.0009807104920774,0.6432679749582282,0.0435684658094342,0.07979415485843737,0.601575224876808
1770765327.146689,2,2.910511557954028,-0.8123605861614239,-0.5015587763527439,0.28279522348374647,-0.10997861297931329,0.5367534249301603
1770765327.146689,3,2.621142635939844,1.2985747531025311,-0.16488741747510216,0.10137895388358274,-0.1141509449843925,0.4767159159098633
1770765327.146689,0,2.564558857218566,1.3575514769986183,-0.5023968766512567,0.17131204985870838,-0.05192415115774112,0.5260534483517456
1770765327.146689,4,-2.3921429296975796,-1.0984614394297172,0.1340249039689677,0.24623291944538947,0.009118323453360853,0.5666933454281983
1770765327.146689,1,-2.487994706352422,0.9166214900280754,0.5292540530804425,0.0879468827046362,0.006715641619803232,0.5289826086887707
1770765439.277813,2,-2.430902366512739,1.1143284854089734,-0.0356023545200526,-0.009676491918786155,0.011202517957632155,0.4890672574811976
1770765439.277813,3,-2.639155410896033,-0.9383517683185382,-0.5778276981094634,-0.1587859060273466,0.03543812925263795,0.4697524954250513
1770765439.277813,0,-2.6416671018854543,-0.916498147715197,-0.48728725490161084,-0.08944523497851686,0.0878793585047219,0.4899693082890325
1770765439.277813,1,-2.485244427210541,1.1464767617853324,-0.12123795000215165,-0.156531916938898,0.1677814563471616,0.5021579133911873
1770765439.277813,4,-2.6681183294382875,-0.9492874590044024,-0.46545475864205044,-0.02194105224002163,0.13249861027075135,0.5172369903378539
1770765568.7871065,3,-2.479643717801767,-1.748679951189338,-0.35259276274639373,0.08298382172343771,-0.131582752434296,0.5778956029862736
1770765568.7871065,2,-2.8645829881866645,0.41472317815507537,-0.2500554167950603,0.21732855959268735,-0.07100575759176359,0.6102232299461221
1770765568.7871065,1,-2.8124882840123178,0.454257125343295,-0.22858174598852096,0.007330304652147583,-0.003809313874958561,0.567781896491123
1770765568.7871065,0,-2.490263844898465,-1.7432261001921745,-0.4421578365221667,0.10630283808947874,-0.04190867173498638,0.589117570147728
1770765568.7871065,4,-2.464383289773894,-1.7560250132549453,-0.44656283932788954,0.13613283023927045,0.03784961924531067,0.6077021289555355
1770765715.6426482,3,-2.424049481250273,-1.1740057666691897,-0.4882051353383645,0.025746941375764668,-0.06898614332022787,0.43171106358709505
1770765715.6426482,2,-2.60608524179148,0.8521257610836772,-0.0010537626037996086,0.18088784339706532,-0.06320203253593797,0.47876106727353956
1770765715.6426482,0,-2.5307179086375773,-1.1986739132602597,-0.4413216520798664,0.07656719199547087,-0.001360019141496479,0.46055473374837425
1770765715.6426482,1,-2.5406331544134004,0.8442307715635733,-0.1301898013899567,-0.0075272419062177845,0.061174575165512154,0.4491486405848541
1770765715.6426482,4,-2.541610844954741,-1.2526248022056972,-0.4575737883223386,0.1304125784833453,0.05728312180503176,0.4868307477894556
1770765829.8328416,3,-2.194395225338264,-1.3746488547531825,-1.4360310799543194,-0.11671087159552233,-0.06820624543817465,0.3455610879997778
1770765829.8328416,1,-2.35977898808378,0.4797537430231394,-0.8629351986081689,-0.19320259790969718,0.05693883310717975,0.38418392091091663
1770765829.8328416,2,-2.2971164349459032,0.5020233959962607,-0.5524844921515696,-0.0019774511119615814,-0.053429504636036275,0.40996937510745973
1770765829.8328416,0,-2.2956645874756885,-1.4584887487014642,-1.2934637611884596,-0.09800164090456473,-0.001916884749292465,0.3831554211935395
1770765829.8328416,4,-2.325147422423848,-1.5372650794449434,-1.2082857006568748,-0.0733651220753981,0.056896748364286466,0.41884000534330734
1770765981.394623,3,-2.1173812516871173,-1.941927046338112,-1.259254849205622,-0.1464520371001705,-0.08550479369656024,0.46602042605076527
1770765981.394623,1,-2.653774370472033,0.10008654333883729,-0.9705411214416186,-0.2560787471034354,0.020799518494307667,0.48144617303157916
1770765981.394623,0,2.1201372169929735,1.9524559690561483,1.0497217912593853,-0.15230370914279964,-0.0004479883506202723,0.4950813668571956
1770765981.394623,2,-2.6267778998299467,0.06764221420400071,-0.6597552926390114,-0.04868013198087543,-0.010622994873050459,0.528257867172652
1770765981.394623,4,2.0974903480103824,1.9968572509552116,0.9636027311298323,-0.14937710000756332,0.07882255451573685,0.5203410730930014
1770766097.869276,3,-1.7726159261978074,-1.9700416789114203,-0.4750975131730598,0.12454158579886564,-0.13659961817213612,0.4798055753842747
1770766097.869276,1,-2.5344275373161973,-0.15223807485033325,-0.19842039463002237,-0.003943385925056416,-0.05094225274686378,0.4526025761222151
1770766097.869276,2,-2.6760293783906035,-0.1658706558843702,-0.060099499641880584,0.2255267103537058,-0.0342510096431096,0.5325445908852948
1770766097.869276,0,-1.8688000306578003,-2.0081205090339287,-0.5692599513791133,0.10308788678612506,-0.04916796580107459,0.48784951171474145
1770766097.869276,4,-1.8837026238156926,-2.079029079107428,-0.6149009650993795,0.09287196521962857,0.028299139336551662,0.5021774523920948
1770766200.7402108,3,-2.1658808904224713,-1.6494765548682329,0.018228809125625366,0.0509156132578216,-0.02976258472818467,0.5718478731746739
1770766200.7402108,2,-3.0204409031070005,0.3142744612652612,0.1324048765377784,0.19273300457603068,0.0448514910432226,0.6133404749048795
1770766200.7402108,0,-2.2845920813408043,-1.7173621177746763,-0.028953111265607942,0.07400297027842913,0.058886993526906725,0.5959519893775924
1770766200.7402108,1,-2.8559178611320593,0.3687698876021689,0.14746882312836987,-0.027587999971401614,0.08391797184273266,0.5911988881721936
1770766200.7402108,4,-2.314680924664865,-1.774697494072188,-0.05243955779391811,0.10404972739195924,0.14243454888687795,0.619817320724597
1770766299.9269667,3,2.324611882584992,2.032813634373859,-0.2003899555937744,0.08822314946466916,-0.032923529293606826,0.530422058632701
1770766299.9269667,2,-3.0205661886618667,0.1535989471883885,0.06005546650066298,0.21861401662701432,0.05656001027405405,0.5598761317563328
1770766299.9269667,1,-2.9420004007121965,0.2141723720815957,0.11202106899644056,-0.00489116201392491,0.07397929660970454,0.5362122815374213
1770766299.9269667,0,-2.2685028225161115,-1.912460095917297,0.018928744570114803,0.10096962858404845,0.060228557332204634,0.5516450062458429
1770766299.9269667,4,-2.2754750107762813,-1.9468022616757732,-0.08100828299509694,0.11910841939371612,0.1451030164397975,0.5609502008547393
