pc_ts,ipoc,robot_x_mm,robot_y_mm,robot_z_mm,robot_a_deg,robot_b_deg,robot_c_deg,cam_ts,rvec_x,rvec_y,rvec_z,tvec_x_m,tvec_y_m,tvec_z_m
1774993091.5205736,326265,760.0,-410.0,460.0,5.0,75.0,-6.0,1774993091.4847822,2.4824501997359802,0.21216529138937243,-0.12920157113955918,-0.06480328842194631,-0.3592729701690525,1.5164316549890693
1774993095.320718,330065,760.0,-410.0,460.0,175.0,72.0,-174.0,1774993095.2619584,1.9084558655008623,-0.18705123486411818,0.05609425110033834,-0.35811094466411186,0.3067396316673086,1.4743160443341683
1774993107.2602825,342005,760.0,-410.0,460.0,18.0,78.0,10.0,1774993107.1972828,2.426078400371165,0.18271893734062036,-0.03584423423061746,-0.13770564776008606,-0.3038015622354353,1.5276379260926702
1774993110.8567169,345601,760.0,-410.0,460.0,162.0,78.0,170.0,1774993110.8437161,2.0442398355019034,-0.14054544734519395,0.08253027873949044,-0.3680938703420884,0.16875642970519952,1.5076181785012408
1774993118.5758774,353321,760.0,-410.0,470.0,165.0,70.0,-172.0,1774993118.5355763,1.8719119896508691,-0.3996422115482336,0.1864608101679226,-0.5054330641291312,0.4111131838012571,1.3836495059405138
1774993122.3160727,357061,760.0,-410.0,460.0,8.0,82.0,18.0,1774993122.3120728,2.3462762699487545,-0.1897000749027972,0.1124871918466212,-0.4051159595578009,-0.15105435388076596,1.4637687582493295
1774993125.7436059,360489,760.0,-410.0,460.0,172.0,82.0,162.0,1774993125.6946046,2.0889454030649475,0.17663965333551507,-0.09579180682342225,-0.0991497763453595,0.04473334188763442,1.5943885643914242
1774993129.2878733,364033,760.0,-410.0,470.0,10.0,74.0,15.0,1774993129.2748713,2.501090205328238,-0.07423560931950153,0.09685508937372711,-0.3535414817605863,-0.31287876187570896,1.4661687989862573
1774993133.0553257,367801,760.0,-410.0,470.0,170.0,74.0,165.0,1774993132.9938183,1.9502498810363906,0.09696437315398312,-0.01931711051460959,-0.1933252285777501,0.20188070509718312,1.567910952332242
1774993138.2159982,372961,830.0,-310.0,440.0,168.0,85.0,172.0,1774993138.1578665,2.1616803864932224,-0.08330756157042037,0.00886270190299553,-0.4271207951940161,-0.01195335578534611,1.6104262958234419
1774993145.3511891,380097,830.0,-590.0,440.0,12.0,82.0,8.0,1774993145.3233764,2.383514882279381,0.07044428692821485,-0.03589138792372756,0.01811634866833436,-0.29339166772570324,1.5874555890712545
1774993148.3549395,383101,807.9,-548.8,441.7,11.4,80.4,7.4,1774993148.3051927,2.405311363265863,0.07212772938494355,-0.033710928609859844,-0.0124033014955598,-0.3002725559143032,1.5797425361887591
1774993151.3588924,386105,736.8,-416.6,446.7,10.4,75.3,6.4,1774993151.351893,2.49982611090298,0.0857091443931212,-0.026884016662983973,-0.17792853370386488,-0.32884512235460395,1.514851223046939
1774993154.3595588,389105,690.0,-330.0,450.0,10.0,72.0,6.0,1774993154.3362415,2.543392242674711,0.09908134205913027,0.0001982249833837,-0.2971589480956625,-0.3375413219512463,1.4300500657586392
1774993162.31143,397057,690.0,-570.0,450.0,170.0,72.0,174.0,1774993162.2964265,1.9247309570065587,-0.061275983756627725,0.03979169168033852,-0.11327917893216895,0.269825765860693,1.445157606821399
1774993169.0348165,403781,810.0,-410.0,430.0,-172.0,75.0,175.0,1774993168.993939,1.9727674369979218,0.22462463859408377,-0.16688370136345612,-0.022484358069247354,0.1258432926352665,1.6455839339349885
1774993174.5190651,409265,670.0,-410.0,470.0,-8.0,68.0,5.0,1774993174.4928653,2.5978944895381866,-0.29421996259634964,0.11222557047072525,-0.4223137963363951,-0.2607178817717716,1.3384764725911023
